County,Year,Total_Population,White Male,White Female,Black Male,Black Female,American Indian Male,American Indian Female,Asian Male,Asian Female,Native Hawaiian Male,Native Hawaiian Female,2+ Race Male,2+ Race Female,Not Hispanic Male,Not Hispanic Female,Hispanic Male,Hispanic Female
San Joaquin County,2015,46814,16115,15527,1818,1910,540,470,3575,4339,218,237,971,1094,12346,13363,10891,10214
San Joaquin County,2015,45628,15364,15194,1777,1906,493,486,3951,4413,228,198,781,837,12907,13460,9687,9574
San Joaquin County,2015,45684,16055,15399,1812,1918,472,473,3778,3931,184,180,719,763,13954,14348,9066,8316
San Joaquin County,2015,46328,16311,16215,2048,2015,486,482,3443,3597,182,157,669,723,15680,15941,7459,7248
San Joaquin County,2015,43235,15289,15408,1891,1820,411,404,3079,3388,154,127,614,650,15619,16020,5819,5777
San Joaquin County,2015,36273,12599,13227,1348,1581,258,303,2678,3149,123,123,415,469,13165,14385,4256,4467
San Joaquin County,2015,29876,10281,11339,1042,1172,204,241,2132,2653,72,91,310,339,11064,12431,2977,3404
San Joaquin County,2015,20750,7056,8235,592,781,135,153,1419,1849,46,41,205,238,7562,8886,1891,2411
San Joaquin County,2015,14178,4643,5943,394,492,70,47,1029,1238,27,32,104,159,5040,6343,1227,1568
San Joaquin County,2015,10100,3264,4526,214,308,32,67,594,888,21,30,58,98,3373,4782,810,1135
San Joaquin County,2015,11319,3140,5851,156,361,38,61,558,961,13,23,68,89,3154,6152,819,1194
San Joaquin County,2016,732185,248063,246153,29884,30091,7279,6991,58027,61884,2768,2716,18957,19372,211972,219358,153006,147849
San Joaquin County,2016,52409,17981,17228,2182,2035,421,365,3643,3164,170,159,2635,2426,12791,11825,14241,13552
San Joaquin County,2016,57240,18936,17980,2380,2352,594,552,4514,4340,176,214,2654,2548,13588,12798,15666,15188
San Joaquin County,2016,57130,18468,17781,2531,2428,659,579,4884,4624,229,204,2464,2279,14059,13239,15176,14656
San Joaquin County,2016,55080,18591,17071,2628,2323,600,586,4437,4334,214,218,2018,2060,14068,13216,14420,13376
San Joaquin County,2016,51591,17351,16217,2501,2238,632,595,4189,4072,222,210,1708,1656,13764,12677,12839,12311
San Joaquin County,2016,52312,18012,16006,2367,2200,612,540,4651,4829,205,197,1221,1472,14993,14370,12075,10874
San Joaquin County,2016,49513,16986,15751,1873,1892,554,512,4349,4817,212,203,1109,1255,13550,13807,11533,10623
San Joaquin County,2016,48387,16557,15682,1909,1976,564,513,3832,4674,212,247,1057,1164,12888,13724,11243,10532
San Joaquin County,2016,45390,15284,14937,1784,1823,506,446,3986,4510,236,207,808,863,12687,13190,9917,9596
San Joaquin County,2016,46254,16097,15583,1763,1971,451,474,3939,4053,205,198,742,778,13889,14315,9308,8742
San Joaquin County,2016,46058,16096,15861,2085,2027,494,496,3579,3666,189,163,670,732,15337,15605,7776,7340
San Joaquin County,2016,43996,15508,15618,1921,1907,418,423,3155,3493,152,141,619,641,15694,16170,6079,6053
San Joaquin County,2016,37437,12939,13568,1423,1634,287,328,2778,3253,147,119,450,511,13461,14639,4563,4774
San Joaquin County,2016,31213,10640,11794,1114,1280,202,251,2253,2831,78,95,318,357,11466,13006,3139,3602
San Joaquin County,2016,21608,7377,8469,606,795,143,164,1533,1926,53,52,228,262,7876,9146,2064,2522
San Joaquin County,2016,14902,4807,6219,443,531,80,66,1076,1336,29,30,117,168,5275,6666,1277,1684
San Joaquin County,2016,10178,3246,4545,206,319,35,46,631,918,23,34,65,110,3366,4825,840,1147
San Joaquin County,2016,11487,3187,5843,168,360,27,55,598,1044,16,25,74,90,3220,6140,850,1277
San Joaquin County,2017,742516,249698,247868,30464,30880,7480,7174,60003,63709,2895,2816,19565,19964,213302,220737,156803,151674
San Joaquin County,2017,53020,17935,17271,2226,2102,472,413,3780,3246,200,173,2721,2481,12893,11886,14441,13800
San Joaquin County,2017,57144,18933,18080,2375,2251,565,533,4456,4253,190,202,2686,2620,13676,12758,15529,15181
San Joaquin County,2017,58408,18737,18111,2591,2526,691,589,5065,4793,228,199,2518,2360,14112,13458,15718,15120
San Joaquin County,2017,55322,18600,17014,2609,2320,617,613,4543,4398,226,214,2084,2084,13924,12982,14755,13661
San Joaquin County,2017,50901,16990,15938,2504,2235,627,565,4175,3995,211,205,1740,1716,13357,12288,12890,12366
San Joaquin County,2017,53980,18313,16421,2449,2351,647,589,4834,5004,214,228,1370,1560,15396,14653,12431,11500
San Joaquin County,2017,50027,16968,15716,1971,2046,544,510,4479,4970,205,210,1121,1287,13644,14094,11644,10645
San Joaquin County,2017,50077,17042,15995,1977,2021,598,540,4224,4948,219,242,1086,1185,13463,14051,11683,10880
San Joaquin County,2017,45783,15343,14991,1772,1853,517,431,4068,4618,226,216,848,900,12533,13245,10241,9764
San Joaquin County,2017,46616,16076,15397,1790,2009,468,504,4080,4307,214,211,757,803,13849,14204,9536,9027
San Joaquin County,2017,45486,15778,15536,2049,1951,505,478,3701,3718,204,169,683,714,14823,15057,8097,7509
San Joaquin County,2017,44581,15457,15827,1977,2019,419,445,3207,3637,165,156,636,636,15585,16306,6276,6414
San Joaquin County,2017,38749,13382,13841,1542,1703,302,336,2965,3321,167,138,478,574,13926,14929,4910,4984
San Joaquin County,2017,31231,10556,11670,1099,1355,201,252,2315,2942,86,89,314,352,11302,12912,3269,3748
San Joaquin County,2017,23593,8086,9213,681,853,147,187,1657,2089,64,71,241,304,8589,9987,2287,2730
San Joaquin County,2017,15694,5033,6467,462,577,91,89,1163,1423,38,30,141,180,5590,6955,1338,1811
San Joaquin County,2017,10376,3313,4580,216,330,43,43,659,954,20,34,67,117,3429,4870,889,1188
San Joaquin County,2017,11528,3156,5800,174,378,26,57,632,1093,18,29,74,91,3211,6102,869,1346
San Joaquin County,2018,752660,251155,249261,31009,31503,7612,7269,62219,66001,3039,2973,20102,20517,214702,222387,160434,155137
San Joaquin County,2018,53303,17744,17066,2226,2218,538,479,3901,3460,208,195,2763,2505,12836,11959,14544,13964
San Joaquin County,2018,57056,18909,18033,2366,2244,542,497,4467,4199,191,214,2751,2643,13670,12907,15556,14923
San Joaquin County,2018,59320,19041,18266,2624,2487,671,587,5226,4939,256,213,2569,2441,14217,13499,16170,15434
San Joaquin County,2018,55652,18500,17119,2580,2311,623,610,4688,4491,208,219,2160,2143,13847,12799,14912,14094
San Joaquin County,2018,50968,16850,15897,2470,2253,613,583,4249,4072,228,211,1774,1768,13158,12208,13026,12576
San Joaquin County,2018,54998,18502,16719,2590,2458,676,574,4876,5057,224,238,1474,1610,15504,14682,12838,11974
San Joaquin County,2018,50850,17045,15732,2056,2118,561,510,4759,5207,211,222,1107,1322,13957,14384,11782,10727
San Joaquin County,2018,51350,17353,16020,2032,2047,630,550,4560,5290,237,252,1135,1244,13919,14392,12028,11011
San Joaquin County,2018,46585,15566,15128,1831,1869,527,453,4189,4730,241,211,885,955,12672,13348,10567,9998
San Joaquin County,2018,46854,15761,15393,1850,2081,473,497,4213,4586,216,218,756,810,13635,14263,9634,9322
San Joaquin County,2018,45209,15652,15186,1979,1962,483,453,3811,3869,214,178,720,702,14409,14578,8450,7772
San Joaquin County,2018,44905,15398,15814,2015,2041,453,465,3363,3716,179,166,636,659,15474,16185,6570,6676
San Joaquin County,2018,39694,13622,14151,1624,1723,307,356,3083,3388,168,159,509,604,14189,15117,5124,5264
San Joaquin County,2018,32035,10778,11806,1137,1403,202,248,2471,3098,102,100,312,378,11462,13142,3540,3891
San Joaquin County,2018,24778,8432,9592,729,933,145,204,1756,2262,73,72,259,321,8969,10478,2425,2906
San Joaquin County,2018,16685,5393,6862,487,611,99,99,1209,1499,44,39,151,192,5944,7355,1439,1947
San Joaquin County,2018,10690,3411,4647,245,364,40,42,728,970,16,35,67,125,3558,4945,949,1238
San Joaquin County,2018,11728,3198,5830,168,380,29,62,670,1168,23,31,74,95,3282,6146,880,1420
San Luis Obispo County,2013,275751,124186,122130,4551,1418,1942,1839,4973,5169,288,252,4520,4483,108985,106912,31475,28379
San Luis Obispo County,2013,13501,6130,5766,95,79,121,80,159,162,12,14,440,443,4190,4064,2767,2480
San Luis Obispo County,2013,14195,6322,6101,111,114,101,120,217,214,18,18,423,436,4435,4334,2757,2669
San Luis Obispo County,2013,13954,6187,6012,106,91,109,122,224,245,16,19,429,394,4572,4433,2499,2450
San Luis Obispo County,2013,21811,9580,9071,192,139,156,147,653,608,28,26,633,578,8210,7650,3032,2919
San Luis Obispo County,2013,30410,14241,11443,517,182,235,208,1286,769,40,35,812,642,13421,10253,3710,3026
San Luis Obispo County,2013,15436,7279,6279,424,92,112,131,286,242,26,12,246,307,5912,5063,2461,2000
San Luis Obispo County,2013,16334,7554,6828,464,100,161,100,230,314,29,23,253,278,6092,5554,2599,2089
San Luis Obispo County,2013,14307,6668,5851,453,93,112,107,267,295,18,16,208,219,5427,4639,2299,1942
San Luis Obispo County,2013,15156,6911,6320,520,86,141,112,260,357,28,22,207,192,5912,5309,2155,1780
San Luis Obispo County,2013,15975,7215,6893,543,61,140,135,258,323,19,11,189,188,6554,6026,1810,1585
San Luis Obispo County,2013,19003,8463,8681,456,105,152,147,227,353,10,9,192,208,7924,8041,1576,1462
San Luis Obispo County,2013,20247,8799,9855,309,88,124,130,253,324,12,14,154,185,8367,9429,1284,1167
San Luis Obispo County,2013,19009,8653,9127,173,57,103,102,202,275,16,13,134,154,8367,8803,914,925
San Luis Obispo County,2013,15251,7060,7335,78,46,75,79,175,217,8,13,85,80,6863,7123,618,647
San Luis Obispo County,2013,10715,4854,5306,53,23,41,60,107,150,3,4,46,68,4722,5145,382,466
San Luis Obispo County,2013,7665,3281,4011,25,22,26,34,70,111,1,0,38,46,3180,3880,261,344
San Luis Obispo County,2013,5984,2545,3177,16,27,22,15,43,96,2,1,16,24,2442,3125,202,215
San Luis Obispo County,2013,6798,2444,4074,16,13,11,10,56,114,2,2,15,41,2395,4041,149,213
San Luis Obispo County,2014,278296,124933,123387,4443,1456,1938,1872,5150,5320,304,259,4673,4561,109359,107835,32082,29020
San Luis Obispo County,2014,13630,6078,5909,94,89,123,88,151,166,15,16,454,447,4183,4227,2732,2488
San Luis Obispo County,2014,14122,6328,6064,115,109,91,108,201,195,13,17,445,436,4428,4268,2765,2661
San Luis Obispo County,2014,14002,6231,5993,90,101,104,131,234,259,20,16,435,388,4549,4393,2565,2495
San Luis Obispo County,2014,21867,9546,9087,189,134,153,139,694,645,28,33,652,567,8179,7699,3083,2906
San Luis Obispo County,2014,30790,14229,11675,517,177,234,230,1314,802,43,34,842,693,13314,10380,3865,3231
San Luis Obispo County,2014,15705,7426,6341,426,104,102,116,318,259,28,12,271,302,6055,5156,2516,1978
San Luis Obispo County,2014,16759,7710,7048,449,98,164,117,269,310,24,21,255,294,6237,5691,2634,2197
San Luis Obispo County,2014,14715,6876,6053,438,100,104,98,274,300,23,14,199,236,5612,4882,2302,1919
San Luis Obispo County,2014,14733,6723,6078,491,88,149,123,267,363,25,23,207,196,5690,5059,2172,1812
San Luis Obispo County,2014,15481,7030,6621,533,59,136,133,246,312,25,14,199,173,6292,5703,1877,1609
San Luis Obispo County,2014,18509,8200,8454,433,105,146,134,242,362,12,10,198,213,7662,7789,1569,1489
San Luis Obispo County,2014,19972,8633,9716,288,97,135,138,249,346,10,13,158,189,8149,9258,1324,1241
San Luis Obispo County,2014,19443,8777,9406,175,61,112,111,207,273,16,15,143,147,8433,9045,997,968
San Luis Obispo County,2014,16341,7547,7863,95,48,79,73,185,233,12,14,94,98,7342,7611,670,718
San Luis Obispo County,2014,11436,5148,5692,55,23,44,69,118,160,5,3,49,70,5034,5529,385,488
San Luis Obispo County,2014,7879,3411,4080,23,23,37,33,76,113,1,1,38,43,3313,3947,273,346
San Luis Obispo County,2014,5979,2572,3150,16,23,20,19,42,92,1,0,18,26,2455,3072,214,238
San Luis Obispo County,2014,6933,2468,4157,16,17,5,12,63,130,3,3,16,43,2432,4126,139,236
San Luis Obispo County,2015,280171,125497,124355,4180,1489,1969,1893,5245,5454,305,244,4862,4678,109569,108546,32489,29567
San Luis Obispo County,2015,13565,6147,5794,89,87,124,102,148,165,14,15,457,423,4257,4170,2722,2416
San Luis Obispo County,2015,14303,6444,6037,127,118,106,101,200,180,15,16,474,485,4498,4227,2868,2710
San Luis Obispo County,2015,14131,6220,6095,87,103,102,138,236,261,20,14,450,405,4536,4485,2579,2531
San Luis Obispo County,2015,21596,9368,9014,182,135,146,136,696,664,27,28,648,552,7950,7620,3117,2909
San Luis Obispo County,2015,30794,14093,11706,493,159,246,229,1320,847,40,34,885,742,13152,10430,3925,3287
San Luis Obispo County,2015,15827,7534,6345,398,113,108,106,356,231,26,12,297,301,6198,5111,2521,1997
San Luis Obispo County,2015,16749,7626,7155,411,101,150,116,253,330,25,15,272,295,6156,5775,2581,2237
San Luis Obispo County,2015,15260,7110,6367,414,100,110,107,275,293,19,11,213,241,5795,5136,2346,1983
San Luis Obispo County,2015,14320,6491,5903,458,88,129,125,272,384,29,21,211,209,5499,4921,2091,1809
San Luis Obispo County,2015,15492,7030,6617,476,78,147,126,264,333,28,16,211,166,6177,5653,1979,1683
San Luis Obispo County,2015,17773,7888,8114,401,91,154,121,239,348,14,12,181,210,7321,7364,1556,1532
San Luis Obispo County,2015,19877,8569,9673,261,95,133,148,245,351,9,13,181,199,8065,9216,1333,1263
San Luis Obispo County,2015,19819,8838,9669,169,71,107,106,238,301,14,15,142,149,8460,9304,1048,1007
San Luis Obispo County,2015,17460,8039,8416,97,58,86,81,182,243,14,15,114,115,7809,8136,723,792
San Luis Obispo County,2015,12130,5490,5970,57,31,52,82,130,182,6,3,56,71,5366,5808,425,531
San Luis Obispo County,2015,8094,3520,4166,25,20,42,32,84,115,1,1,38,50,3420,4047,290,337
San Luis Obispo County,2015,5985,2565,3161,18,23,19,25,43,91,1,0,17,22,2445,3041,218,281
San Luis Obispo County,2015,6996,2525,4153,17,18,8,12,64,135,3,3,15,43,2465,4102,167,262
San Luis Obispo County,2016,281958,126303,124993,4119,1494,2022,1916,5334,5553,300,239,4937,4748,109888,108911,33127,30032
San Luis Obispo County,2016,13494,6071,5771,88,91,136,114,161,172,18,13,449,410,4234,4165,2689,2406
San Luis Obispo County,2016,14233,6448,5998,127,113,124,93,183,167,14,15,473,478,4450,4210,2919,2654
San Luis Obispo County,2016,14255,6339,6092,94,106,103,134,235,239,15,14,458,426,4603,4422,2641,2589
San Luis Obispo County,2016,21596,9411,8962,173,134,146,128,711,685,24,24,650,548,7910,7570,3205,2911
San Luis Obispo County,2016,30754,13983,11732,470,146,232,234,1349,874,39,36,917,742,13066,10406,3924,3358
San Luis Obispo County,2016,16244,7710,6468,388,115,140,123,362,264,28,13,307,326,6294,5283,2641,2026
San Luis Obispo County,2016,16505,7537,7006,422,97,142,119,262,328,23,9,281,279,6094,5610,2573,2228
San Luis Obispo County,2016,15815,7346,6678,394,96,124,109,263,290,24,14,224,253,5984,5425,2391,2015
San Luis Obispo County,2016,14193,6479,5834,448,91,119,114,273,367,17,23,211,217,5385,4784,2162,1862
San Luis Obispo County,2016,15476,6978,6618,454,83,158,127,271,357,31,14,206,179,6102,5634,1996,1744
San Luis Obispo County,2016,17000,7522,7734,406,85,137,117,252,344,14,14,181,194,6944,6964,1568,1524
San Luis Obispo County,2016,19585,8508,9432,242,101,145,140,244,348,11,12,183,219,7965,8921,1368,1331
San Luis Obispo County,2016,20069,8802,9893,183,85,115,111,238,319,13,15,139,156,8383,9509,1107,1070
San Luis Obispo County,2016,18547,8531,8922,113,62,91,96,192,261,15,14,123,127,8291,8675,774,807
San Luis Obispo County,2016,12588,5726,6178,52,30,47,80,137,197,7,5,59,70,5585,5971,443,589
San Luis Obispo County,2016,8478,3729,4320,30,21,34,37,92,118,3,1,39,54,3619,4211,308,340
San Luis Obispo County,2016,6082,2614,3199,19,24,18,27,43,89,1,0,22,26,2509,3068,208,297
San Luis Obispo County,2016,7044,2569,4156,16,14,11,13,66,134,3,3,15,44,2470,4083,210,281
San Luis Obispo County,2017,282838,126444,125124,4214,1530,2035,1910,5445,5686,297,232,5062,4859,109958,108963,33539,30378
San Luis Obispo County,2017,13309,5970,5627,95,99,146,122,175,187,16,11,442,419,4199,4127,2645,2338
San Luis Obispo County,2017,14029,6315,5932,121,109,119,89,184,178,14,13,482,473,4377,4212,2858,2582
San Luis Obispo County,2017,14402,6450,6120,100,104,102,123,233,231,17,16,465,441,4594,4389,2773,2646
San Luis Obispo County,2017,21170,9194,8793,167,131,148,137,691,679,21,22,645,542,7718,7378,3148,2926
San Luis Obispo County,2017,30369,13647,11637,461,133,215,222,1357,904,38,33,944,778,12833,10292,3829,3415
San Luis Obispo County,2017,16568,7816,6570,385,132,152,120,387,287,24,10,360,325,6341,5378,2783,2066
San Luis Obispo County,2017,16257,7414,6878,438,104,121,114,262,331,27,9,252,307,5964,5543,2550,2200
San Luis Obispo County,2017,16412,7651,6879,418,97,143,116,275,305,23,16,234,255,6256,5626,2488,2042
San Luis Obispo County,2017,14292,6527,5888,463,91,115,116,293,340,16,21,207,215,5450,4778,2171,1893
San Luis Obispo County,2017,15351,6941,6465,471,98,154,122,266,385,27,19,209,194,6039,5518,2029,1765
San Luis Obispo County,2017,16417,7282,7406,402,84,127,117,262,335,16,14,196,176,6675,6580,1610,1552
San Luis Obispo County,2017,19189,8386,9109,261,113,152,141,244,355,13,8,190,217,7826,8566,1420,1377
San Luis Obispo County,2017,20259,8727,10124,174,81,115,114,250,322,12,14,152,174,8280,9689,1150,1140
San Luis Obispo County,2017,18663,8527,8970,139,60,104,104,201,269,16,13,123,137,8286,8700,824,853
San Luis Obispo County,2017,13908,6350,6814,54,34,50,73,148,222,8,7,75,73,6189,6606,496,617
San Luis Obispo County,2017,8976,4000,4521,29,18,37,44,98,121,3,3,43,59,3891,4386,319,380
San Luis Obispo County,2017,6172,2598,3268,21,21,24,26,56,92,3,0,30,33,2523,3138,209,302
San Luis Obispo County,2017,7095,2649,4123,15,21,11,10,63,143,3,3,13,41,2517,4057,237,284
San Luis Obispo County,2018,284010,126752,125434,4260,1569,2042,1938,5525,5805,302,228,5211,4944,110148,109088,33944,30830
San Luis Obispo County,2018,13125,5859,5520,94,101,129,119,188,198,14,12,453,438,4135,4068,2602,2320
San Luis Obispo County,2018,13922,6265,5884,124,111,131,86,179,179,13,10,494,446,4347,4172,2859,2544
San Luis Obispo County,2018,14433,6432,6168,107,116,110,122,222,231,16,18,446,445,4512,4401,2821,2699
San Luis Obispo County,2018,21498,9338,8866,159,131,142,145,708,719,21,18,687,564,7857,7482,3198,2961
San Luis Obispo County,2018,30190,13487,11548,457,141,204,226,1367,906,34,35,981,804,12742,10233,3788,3427
San Luis Obispo County,2018,16664,7790,6645,391,134,155,125,385,279,33,9,374,344,6261,5325,2867,2211
San Luis Obispo County,2018,15927,7324,6638,436,117,119,115,287,332,27,12,251,269,5936,5381,2508,2102
San Luis Obispo County,2018,16813,7722,7120,441,98,149,111,272,330,25,17,257,271,6323,5819,2543,2128
