County,Year,Total_Population,White Male,White Female,Black Male,Black Female,American Indian Male,American Indian Female,Asian Male,Asian Female,Native Hawaiian Male,Native Hawaiian Female,2+ Race Male,2+ Race Female,Not Hispanic Male,Not Hispanic Female,Hispanic Male,Hispanic Female
San Diego County,2014,211766,80904,78259,6371,5199,1498,1428,13587,16750,663,673,3074,3360,71642,67641,34455,38028
San Diego County,2014,207075,80336,78765,6110,5280,1373,1331,12366,14836,622,663,2609,2784,71204,69337,32212,34322
San Diego County,2014,217232,85565,84879,6441,5646,1336,1321,11540,14005,617,687,2507,2688,80398,79046,27608,30180
San Diego County,2014,201759,79315,81337,5532,5054,1170,1195,9910,13104,524,526,1992,2100,77180,78840,21263,24476
San Diego County,2014,168937,65725,69717,3987,3749,846,871,8800,11688,369,420,1341,1424,66278,70319,14790,17550
San Diego County,2014,135965,53375,57876,2440,2702,577,595,6568,9358,284,295,887,1008,53904,58854,10227,12980
San Diego County,2014,92774,35367,41042,1566,1875,349,372,4531,6197,136,173,513,653,35951,40951,6511,9361
San Diego County,2014,68013,24456,30659,1330,1470,214,291,3303,5095,164,182,346,503,25159,31174,4654,7026
San Diego County,2014,52627,18955,24937,691,956,129,161,2167,3892,53,93,257,336,19010,25081,3242,5294
San Diego County,2014,59966,19081,33235,532,964,96,161,1903,3280,51,99,240,324,19051,32879,2852,5184
San Diego County,2015,3284061,1265917,1234435,97217,84546,22273,20965,186572,210482,9816,9670,71281,70887,1111194,1080733,541882,550252
San Diego County,2015,214696,82425,78156,6079,6012,1143,1219,9708,8936,753,755,9997,9513,60275,57100,49830,47491
San Diego County,2015,199973,73841,70673,6070,5961,1568,1488,10772,10424,590,655,9084,8847,54839,52382,47086,45666
San Diego County,2015,193947,72323,69555,5765,5320,1658,1605,10940,10483,611,588,7769,7330,54102,51027,44964,43854
San Diego County,2015,211381,81716,73992,6659,5946,1887,1598,12517,11812,670,613,7058,6913,63418,55921,47089,44953
San Diego County,2015,268080,113617,87383,11032,7905,2534,1986,14604,13128,1011,742,7501,6637,93834,68303,56465,49478
San Diego County,2015,282676,109192,98297,10150,7880,2155,1842,19291,19335,994,914,6237,6389,97643,88013,50376,46644
San Diego County,2015,253523,98343,89751,8756,6550,1883,1676,16384,18045,858,839,5097,5341,86755,79821,44566,42381
San Diego County,2015,221952,84872,79999,6998,5620,1668,1579,14855,16585,756,685,4161,4174,75245,69553,38065,39089
San Diego County,2015,209137,79354,76745,6403,5098,1500,1456,13803,16945,677,633,3184,3339,70279,65956,34642,38260
San Diego County,2015,208267,80349,78797,6119,5174,1388,1365,12733,15485,613,678,2675,2891,71259,69264,32618,35126
San Diego County,2015,215418,84541,83808,6346,5583,1327,1313,11760,14115,629,678,2542,2776,78454,77142,28691,31131
San Diego County,2015,205373,80841,81953,5749,5216,1213,1224,10269,13393,554,580,2133,2248,78306,79100,22453,25514
San Diego County,2015,174500,67550,71934,4157,3908,895,942,9185,12139,378,436,1461,1515,67799,72132,15827,18742
San Diego County,2015,143424,56096,60602,2695,2935,609,632,7105,10113,304,313,943,1077,56692,61915,11060,13757
San Diego County,2015,97775,37430,43124,1586,1931,361,401,4822,6577,146,175,539,683,37998,42986,6886,9905
San Diego County,2015,69648,24925,31321,1326,1527,242,303,3512,5279,155,184,363,511,25690,31894,4833,7231
San Diego County,2015,52639,18651,24830,774,975,136,172,2280,4048,63,97,268,345,18892,25028,3280,5439
San Diego County,2015,61652,19851,33515,553,1005,106,164,2032,3640,54,105,269,358,19714,33196,3151,5591
San Diego County,2016,3310280,1272967,1240973,97998,85019,22406,21071,190120,214959,9884,9716,72959,72208,1115615,1084822,550719,559124
San Diego County,2016,213166,81762,77468,6124,5926,1146,1196,9818,8989,761,759,9902,9315,60285,56702,49228,46951
San Diego County,2016,200760,74512,71529,5939,5819,1443,1401,10602,10280,598,652,9072,8913,54530,52219,47636,46375
San Diego County,2016,194605,72588,69583,5684,5336,1647,1551,11017,10589,609,567,7936,7498,54002,51142,45479,43982
San Diego County,2016,209629,80575,73226,6520,5804,1873,1593,12709,12000,631,601,7150,6947,62818,55415,46640,44756
San Diego County,2016,262849,110949,85393,10887,7609,2439,1991,14385,13028,963,695,7731,6779,91637,66266,55717,49229
San Diego County,2016,287565,110626,99868,10552,8248,2284,1899,19410,19544,1007,921,6625,6581,98347,88585,52157,48476
San Diego County,2016,257219,99823,90362,8941,6696,1915,1650,16890,18432,895,832,5287,5496,88050,80654,45701,42814
San Diego County,2016,228596,87473,82287,7287,5784,1665,1598,15332,16987,740,707,4344,4392,77447,71757,39394,39998
San Diego County,2016,206603,78134,75415,6229,4968,1524,1495,13929,17003,709,618,3239,3340,68773,64540,34991,38299
San Diego County,2016,210780,80897,79322,6184,5167,1441,1373,13029,16218,633,687,2804,3025,71817,69803,33171,35989
San Diego County,2016,211110,82384,81656,6106,5466,1323,1291,11975,14333,616,679,2520,2761,75611,74266,29313,31920
San Diego County,2016,207732,81859,82437,5896,5261,1218,1253,10521,13504,570,615,2207,2391,78744,79139,23527,26322
San Diego County,2016,179808,69289,73849,4349,4174,947,990,9486,12650,394,449,1579,1652,69171,73703,16873,20061
San Diego County,2016,150198,58357,63203,2959,3129,654,698,7607,10746,323,343,1036,1143,59161,64720,11775,14542
San Diego County,2016,102517,39337,44924,1614,2000,405,431,5086,7052,160,184,590,734,39820,44938,7372,10387
San Diego County,2016,71545,25700,32117,1280,1557,234,299,3718,5439,138,182,376,505,26448,32626,4998,7473
San Diego County,2016,52838,18526,24739,848,1032,141,189,2420,4138,83,117,257,348,18846,24972,3429,5591
San Diego County,2016,62760,20176,33595,599,1043,107,173,2186,4027,54,108,304,388,20108,33375,3318,5959
San Diego County,2017,3325468,1274611,1243220,98440,85429,22585,21205,193521,218947,9865,9786,74413,73446,1115946,1086437,557489,565596
San Diego County,2017,210535,80019,76266,6006,5855,1251,1274,10168,9322,768,764,9704,9138,59450,56172,48466,46447
San Diego County,2017,200720,75285,71635,5822,5771,1343,1330,10365,9964,591,644,9065,8905,54499,51822,47972,46427
San Diego County,2017,196416,72684,70102,5777,5402,1629,1541,11178,10954,604,587,8188,7770,54076,51834,45984,44522
San Diego County,2017,207259,79402,72323,6378,5665,1809,1596,12722,11950,619,596,7287,6912,61934,54490,46283,44552
San Diego County,2017,255725,106861,83152,10491,7417,2345,1970,14409,12907,881,656,7752,6884,88614,64759,54125,48227
San Diego County,2017,288355,111025,99944,10749,8399,2389,1910,19077,19277,1001,886,6991,6707,97429,87125,53803,49998
San Diego County,2017,260495,100876,90853,9039,6790,1948,1657,17457,18961,893,832,5518,5671,89169,81656,46562,43108
San Diego County,2017,234140,89594,83729,7771,5974,1694,1613,15757,17471,777,728,4454,4578,79528,73366,40519,40727
San Diego County,2017,207063,78130,75411,6194,5031,1534,1493,14133,16984,700,621,3389,3443,68565,64630,35515,38353
San Diego County,2017,210789,80679,78623,6101,5074,1446,1377,13410,16796,633,700,2856,3094,71638,69203,33487,36461
San Diego County,2017,207267,80479,79756,5944,5295,1351,1269,12145,14563,597,655,2449,2764,73071,71843,29894,32459
San Diego County,2017,208016,81776,82088,5917,5294,1206,1284,10678,13662,596,671,2330,2514,77996,78410,24507,27103
San Diego County,2017,184526,70941,75568,4589,4357,1027,1033,9681,12986,398,461,1690,1795,70430,74856,17896,21344
San Diego County,2017,150617,57775,63042,3120,3228,671,729,8022,11087,325,367,1104,1147,58725,64484,12292,15116
San Diego County,2017,112272,43261,49068,1743,2137,440,458,5506,7792,197,200,645,825,43812,49440,7980,11040
San Diego County,2017,74421,27031,33269,1249,1571,259,298,3899,5611,121,171,421,521,27720,33711,5260,7730
San Diego County,2017,53320,18443,24813,936,1093,124,188,2589,4284,108,130,244,368,19004,25191,3440,5685
San Diego County,2017,63532,20350,33578,614,1076,119,185,2325,4376,56,117,326,410,20286,33445,3504,6297
San Diego County,2018,3343364,1277292,1245695,99185,85594,22680,21355,197502,223407,9885,9793,75905,75071,1118494,1089522,563955,571393
San Diego County,2018,208270,78510,74866,5937,5767,1370,1334,10477,9602,759,758,9634,9256,58559,55542,48128,46041
San Diego County,2018,200824,75823,72013,5706,5583,1246,1267,10227,9811,576,650,9082,8840,54824,51962,47836,46202
San Diego County,2018,197110,72578,69832,5822,5581,1625,1547,11397,11035,618,589,8450,8036,54152,51812,46338,44808
San Diego County,2018,207127,78988,72162,6290,5491,1758,1586,12908,12320,609,568,7419,7028,61867,54636,46105,44519
San Diego County,2018,251805,104170,82090,10197,7241,2345,1881,14603,12998,826,630,7788,7036,87218,64113,52711,47763
San Diego County,2018,286427,110425,99038,10933,8376,2337,1979,18662,18843,969,833,7244,6788,95768,85211,54802,50646
San Diego County,2018,264493,102005,91661,9359,7060,1910,1699,18109,19512,904,855,5589,5830,90543,82939,47333,43678
San Diego County,2018,240211,92124,85398,8096,5960,1749,1622,16186,18037,809,752,4738,4740,81541,75171,42161,41338
San Diego County,2018,208530,78703,75695,6158,5141,1504,1509,14365,17011,717,617,3509,3601,69121,65443,35835,38131
San Diego County,2018,209193,79440,77607,6039,4971,1459,1371,13730,17171,640,681,2900,3184,70849,68149,33359,36836
San Diego County,2018,203950,78883,77910,5895,5092,1346,1287,12252,14868,589,654,2458,2716,70679,69521,30744,33006
San Diego County,2018,208106,81320,81661,5937,5346,1262,1273,11056,14003,590,693,2377,2588,77231,77587,25311,27977
San Diego County,2018,187864,72478,76341,4793,4506,1032,1065,9778,13203,433,478,1801,1956,71275,75127,19040,22422
San Diego County,2018,153360,58238,64068,3244,3320,722,735,8473,11477,340,379,1165,1199,59305,65338,12877,15840
San Diego County,2018,118628,45464,51406,1885,2277,473,513,5973,8576,209,230,724,898,45984,52221,8744,11679
San Diego County,2018,79028,29102,35325,1278,1640,265,294,4077,5760,116,157,448,566,29810,35622,5476,8120
San Diego County,2018,54224,18760,25048,951,1117,156,213,2714,4373,120,138,255,379,19400,25462,3556,5806
San Diego County,2018,64214,20281,33574,665,1125,121,180,2515,4807,61,131,324,430,20368,33666,3599,6581
San Francisco County,2013,839841,244314,211626,25750,23901,3937,2944,134182,154789,1963,1936,17388,17111,359833,351555,67701,60752
San Francisco County,2013,38493,10800,10485,1162,1093,133,130,5119,4754,138,106,2404,2169,15250,14337,4506,4400
San Francisco County,2013,30564,7309,7057,1094,1093,173,176,5142,4953,123,117,1679,1648,11729,11500,3791,3544
San Francisco County,2013,27229,5763,5760,1183,1140,141,141,5264,5164,155,120,1263,1135,10639,10393,3130,3067
San Francisco County,2013,30761,6006,6499,1341,1499,183,175,6282,6285,177,151,1041,1122,11666,12174,3364,3557
San Francisco County,2013,53165,12565,13186,1860,1955,351,257,9534,10081,211,207,1330,1628,20224,22105,5627,5209
San Francisco County,2013,96676,31398,28822,2059,1934,439,340,12973,13997,210,209,2079,2216,40903,40583,8255,6935
San Francisco County,2013,90766,31622,26217,1837,1661,454,296,11371,13297,164,161,1886,1800,39220,37299,8114,6133
San Francisco County,2013,70617,24169,18802,1594,1423,408,245,9848,11320,128,136,1355,1189,31066,28187,6436,4928
San Francisco County,2013,65925,22838,16267,1791,1449,406,221,9691,10925,118,137,1062,1020,30197,25731,5709,4288
San Francisco County,2013,58675,19898,13061,2098,1449,391,196,9070,10589,133,133,925,732,27611,22680,4904,3480
San Francisco County,2013,54988,17000,11489,2281,1730,288,202,9400,11029,105,123,708,633,25781,21993,4001,3213
San Francisco County,2013,53254,14856,11562,2254,1740,189,166,9826,11345,95,114,583,524,24598,22442,3205,3009
San Francisco County,2013,48901,12907,11173,1824,1453,159,117,9119,11151,65,77,419,437,22195,22038,2298,2370
San Francisco County,2013,36577,9822,9431,1221,1210,90,100,6301,7723,56,49,283,291,16286,17067,1487,1737
San Francisco County,2013,25453,6301,6474,783,922,43,65,4537,5942,36,38,141,171,10830,12184,1011,1428
San Francisco County,2013,21113,4372,4920,631,740,43,49,4258,5836,20,20,100,124,8693,10449,731,1240
San Francisco County,2013,17062,3295,4196,378,574,26,30,3396,4953,20,24,61,109,6561,8857,615,1029
San Francisco County,2013,19622,3393,6225,359,836,20,38,3051,5445,9,14,69,163,6384,11536,517,1185
San Francisco County,2014,851116,247513,213052,25629,23604,3890,2848,137113,158028,2000,1951,17780,17708,365536,355706,68389,61485
San Francisco County,2014,39032,11064,10602,1136,1113,107,106,5217,4801,133,101,2416,2236,15486,14575,4587,4384
San Francisco County,2014,30980,7384,7136,1079,1085,176,161,5190,5018,129,113,1813,1696,11898,11577,3873,3632
San Francisco County,2014,27885,6076,5973,1171,1103,139,135,5347,5118,139,125,1337,1222,10979,10623,3230,3053
San Francisco County,2014,30482,6013,6579,1304,1447,166,184,6099,6150,182,132,1075,1151,11507,12058,3332,3585
San Francisco County,2014,51541,12120,12472,1816,1899,332,243,9403,10016,200,207,1293,1540,19917,21383,5247,4994
San Francisco County,2014,99586,32009,28896,2238,2001,438,298,13952,14869,235,221,2096,2333,42675,41565,8293,7053
San Francisco County,2014,94399,32899,27040,1902,1628,455,327,11997,13915,169,167,1971,1929,41136,38653,8257,6353
San Francisco County,2014,71160,24218,18968,1667,1438,398,219,9921,11466,122,136,1350,1257,31141,28469,6535,5015
San Francisco County,2014,65157,22278,16040,1708,1381,387,226,9773,11018,118,132,1074,1022,29592,25448,5746,4371
San Francisco County,2014,59057,20042,13411,1954,1415,398,173,9116,10596,134,130,905,783,27635,22974,4914,3534
San Francisco County,2014,55693,17410,11538,2205,1651,315,209,9495,11262,118,129,725,636,26175,22228,4093,3197
San Francisco County,2014,53022,14837,11401,2225,1707,180,151,9799,11369,99,108,596,550,24401,22222,3335,3064
San Francisco County,2014,49295,13101,11142,1793,1466,167,127,9219,11238,64,93,427,458,22351,22027,2420,2497
San Francisco County,2014,39118,10237,9745,1250,1209,91,99,7095,8660,56,57,317,302,17493,18254,1553,1818
San Francisco County,2014,26032,6552,6735,808,948,48,63,4531,5915,46,40,152,194,11092,12479,1045,1416
San Francisco County,2014,21284,4516,5087,613,746,44,50,4197,5757,25,23,105,121,8751,10550,749,1234
San Francisco County,2014,17094,3239,4052,404,541,23,36,3532,5054,18,23,56,116,6667,8791,605,1031
San Francisco County,2014,20299,3518,6235,356,826,26,41,3230,5806,13,14,72,162,6640,11830,575,1254
San Francisco County,2015,863836,250644,215032,25571,23438,3875,2808,140332,161710,1987,1934,18329,18176,371503,360711,69235,62387
San Francisco County,2015,40091,11402,10763,1120,1129,94,104,5404,4944,147,107,2521,2356,16034,14936,4654,4467
San Francisco County,2015,31079,7463,7317,1107,1066,177,138,5113,4897,118,114,1858,1711,11887,11553,3949,3690
San Francisco County,2015,28327,6200,6189,1128,1054,135,153,5353,5197,134,121,1364,1299,11071,10867,3243,3146
San Francisco County,2015,30185,6017,6549,1274,1380,166,175,5999,6010,161,129,1144,1181,11444,11939,3317,3485
San Francisco County,2015,50639,11856,11952,1751,1830,302,230,9427,10068,197,183,1355,1488,19901,20787,4987,4964
San Francisco County,2015,102497,32576,28992,2421,2101,446,302,14982,15823,241,216,2062,2335,44361,42697,8367,7072
San Francisco County,2015,97870,33939,28021,1965,1700,441,296,12573,14442,162,164,2087,2080,42917,40124,8250,6579
San Francisco County,2015,72686,24550,19224,1708,1497,403,236,10159,11901,119,137,1406,1346,31527,29216,6818,5125
San Francisco County,2015,63791,21371,15729,1611,1299,370,211,9783,11110,121,131,1094,961,28694,24979,5656,4462
San Francisco County,2015,60313,20535,13849,1904,1410,410,174,9272,10780,123,144,899,813,28052,23567,5091,3603
San Francisco County,2015,56049,17724,11730,2061,1516,326,189,9559,11313,121,120,766,624,26306,22304,4251,3188
San Francisco County,2015,52957,14991,11170,2237,1677,197,164,9702,11392,106,117,603,601,24368,22009,3468,3112
San Francisco County,2015,49122,13077,11009,1773,1476,156,133,9225,11230,69,86,434,454,22258,21785,2476,2603
San Francisco County,2015,41801,10618,10057,1301,1239,106,110,7937,9641,56,65,336,335,18713,19537,1641,1910
San Francisco County,2015,26902,6855,7072,832,970,53,63,4645,5956,53,40,170,193,11521,12857,1087,1437
San Francisco County,2015,21560,4654,5200,597,742,42,50,4196,5806,27,24,103,119,8860,10727,759,1214
San Francisco County,2015,17002,3215,4005,426,547,21,38,3520,5013,18,22,57,120,6654,8710,603,1035
San Francisco County,2015,20965,3601,6204,355,805,30,42,3483,6187,14,14,70,160,6935,12117,618,1295
San Francisco County,2016,872795,251741,216108,25506,23276,3794,2785,143281,164918,1983,1949,18738,18716,375270,364464,69773,63288
San Francisco County,2016,40018,11293,10751,1041,1109,87,87,5483,5046,139,114,2459,2409,15804,15083,4698,4433
San Francisco County,2016,31776,7743,7701,1153,1053,153,126,5147,4777,130,123,1954,1716,12221,11570,4059,3926
San Francisco County,2016,28737,6383,6359,1076,1054,135,153,5348,5177,124,125,1410,1393,11094,11071,3382,3190
San Francisco County,2016,30296,6075,6761,1286,1366,160,171,5874,5935,151,130,1192,1195,11445,12014,3293,3544
San Francisco County,2016,49459,11633,11550,1680,1702,275,232,9310,9898,188,175,1328,1488,19685,20224,4729,4821
San Francisco County,2016,104728,32494,29050,2525,2138,403,294,15944,16783,243,202,2223,2429,45522,43650,8310,7246
San Francisco County,2016,100807,34476,28495,2072,1744,430,285,13395,15267,163,173,2092,2215,44381,41495,8247,6684
San Francisco County,2016,74212,25168,19398,1789,1550,412,234,10332,12214,129,138,1463,1385,32265,29724,7028,5195
San Francisco County,2016,62194,20228,15232,1551,1266,377,212,9849,11192,103,135,1103,946,27701,24594,5510,4389
San Francisco County,2016,60915,20554,14142,1854,1380,413,189,9352,11031,116,118,891,875,28050,23960,5130,3775
San Francisco County,2016,56031,17770,11782,1963,1430,305,172,9639,11265,126,130,820,629,26267,22141,4356,3267
San Francisco County,2016,52574,15151,10918,2198,1695,213,184,9547,11243,114,118,590,603,24259,21723,3554,3038
San Francisco County,2016,49325,13067,10890,1749,1452,168,129,9367,11397,76,96,453,481,22281,21764,2599,2681
San Francisco County,2016,43611,10870,10233,1352,1270,110,113,8487,10364,61,64,339,348,19509,20387,1710,2005
San Francisco County,2016,27808,7153,7318,831,957,53,66,4812,6129,61,43,183,202,11963,13230,1130,1485
San Francisco County,2016,21811,4806,5338,607,753,43,57,4191,5736,26,29,102,123,8990,10794,785,1242
San Francisco County,2016,17011,3217,3994,437,557,25,34,3537,4987,20,22,72,109,6702,8669,606,1034
San Francisco County,2016,21482,3660,6196,342,800,32,47,3667,6477,13,14,64,170,7131,12371,647,1333
San Francisco County,2017,879166,252026,215965,25648,23345,3819,2801,145708,167596,2001,1999,19246,19012,378192,366943,70256,63775
San Francisco County,2017,39972,11253,10646,1043,1072,101,105,5501,5152,131,119,2432,2417,15814,15045,4647,4466
San Francisco County,2017,31999,7943,7846,1094,1029,143,118,5152,4665,136,116,2020,1737,12416,11577,4072,3934
San Francisco County,2017,29443,6533,6511,1084,1087,144,155,5505,5262,124,116,1493,1429,11363,11269,3520,3291
San Francisco County,2017,30463,6290,6985,1288,1369,158,149,5686,5777,153,133,1219,1256,11447,12102,3347,3567
San Francisco County,2017,48634,11201,11298,1638,1659,271,215,9246,9949,168,183,1328,1478,19302,20042,4550,4740
San Francisco County,2017,104999,32069,28251,2675,2266,389,296,16426,17355,233,205,2348,2486,45932,43583,8208,7276
San Francisco County,2017,102800,34670,28607,2224,1868,431,298,14222,15801,176,179,2125,2199,45550,42281,8298,6671
San Francisco County,2017,76324,25854,19833,1862,1509,378,241,10713,12624,151,145,1567,1447,33323,30496,7202,5303
San Francisco County,2017,61362,19625,15017,1528,1332,430,208,9761,11172,97,135,1081,976,26992,24477,5530,4363
San Francisco County,2017,60909,20302,14097,1836,1321,404,187,9500,11205,110,118,948,881,27964,23918,5136,3891
San Francisco County,2017,55603,17720,11797,1901,1380,306,173,9491,11115,132,128,812,648,25948,22018,4414,3223
San Francisco County,2017,52196,15116,10811,2092,1652,218,191,9410,11280,107,122,608,589,24009,21613,3542,3032
San Francisco County,2017,49359,12994,10770,1744,1465,162,146,9506,11425,80,102,477,488,22240,21661,2723,2735
San Francisco County,2017,43985,10764,9974,1335,1253,120,102,8775,10829,62,78,331,362,19592,20485,1795,2113
San Francisco County,2017,30320,7851,7997,912,995,64,78,5254,6593,82,51,211,232,13159,14395,1215,1551
San Francisco County,2017,21813,4928,5425,566,766,37,59,4112,5643,24,33,105,115,8963,10831,809,1210
San Francisco County,2017,17275,3252,4076,474,556,33,34,3582,5056,20,20,76,96,6856,8780,581,1058
San Francisco County,2017,21710,3661,6024,352,766,30,46,3866,6693,15,16,65,176,7322,12370,667,1351
San Francisco County,2018,883305,251659,215785,25736,23448,3749,2821,147539,169665,2006,2009,19674,19214,379931,368710,70432,64232
San Francisco County,2018,39722,11109,10693,1089,1035,122,122,5501,5114,119,117,2411,2290,15700,14893,4651,4478
San Francisco County,2018,32285,8139,7940,1065,1044,113,111,5129,4718,134,104,2033,1755,12518,11751,4095,3921
San Francisco County,2018,29737,6697,6565,1076,1076,154,149,5514,5268,117,115,1513,1493,11442,11292,3629,3374
San Francisco County,2018,30923,6409,7262,1307,1374,154,155,5675,5713,150,122,1297,1305,11581,12315,3411,3616
San Francisco County,2018,48005,10770,11132,1602,1671,252,193,9247,9907,162,172,1434,1463,19092,19830,4375,4708
San Francisco County,2018,103432,31177,27209,2724,2297,400,289,16473,17588,222,203,2347,2503,45426,42995,7917,7094
San Francisco County,2018,104864,34924,28795,2357,1985,381,302,14864,16418,195,193,2211,2239,46598,43099,8334,6833
San Francisco County,2018,78518,26522,20248,1934,1574,397,257,11169,12982,151,153,1605,1526,34487,31342,7291,5398
San Francisco County,2018,60818,19424,14895,1540,1319,408,202,9622,11115,96,131,1113,953,26656,24242,5547,4373
San Francisco County,2018,60003,19622,13910,1748,1295,381,184,9535,11232,107,133,954,902,27234,23750,5113,3906
San Francisco County,2018,55093,17677,11971,1871,1328,317,185,9240,10792,132,110,795,675,25600,21821,4432,3240
San Francisco County,2018,52302,15262,10742,1939,1571,233,191,9418,11472,102,127,644,601,24010,21649,3588,3055
San Francisco County,2018,49354,12877,10542,1798,1505,141,149,9664,11478,99,108,496,497,22276,21464,2799,2815
San Francisco County,2018,44340,10810,9927,1350,1233,137,103,8845,11070,61,90,339,375,19615,20592,1927,2206
San Francisco County,2018,32506,8191,8347,908,1036,59,91,5906,7360,79,57,228,244,14107,15530,1264,1605
San Francisco County,2018,22094,5140,5606,593,794,38,57,4068,5482,43,33,107,133,9141,10903,848,1202
San Francisco County,2018,17480,3343,4181,462,565,32,36,3544,5103,18,20,85,91,6917,8954,567,1042
San Francisco County,2018,21829,3566,5820,373,746,30,45,4125,6853,19,21,62,169,7531,12288,644,1366
San Joaquin County,2013,702387,240296,240701,27744,28672,7057,6791,53677,57119,2543,2505,17404,17878,205916,215141,142805,138525
San Joaquin County,2013,52426,18042,17042,2157,2043,491,443,3607,3299,146,185,2562,2409,12558,11608,14447,13813
San Joaquin County,2013,56030,18293,17781,2459,2332,638,553,4460,4272,219,187,2486,2350,13379,12792,15176,14683
San Joaquin County,2013,55442,18504,17505,2428,2329,639,612,4469,4194,211,195,2192,2164,13961,13207,14482,13792
San Joaquin County,2013,54914,18530,17296,2610,2387,641,599,4314,4170,226,210,2008,1923,14670,13676,13659,12909
San Joaquin County,2013,52240,17766,16329,2380,2212,631,587,4436,4441,186,198,1443,1631,14687,13923,12155,11475
San Joaquin County,2013,47020,16377,15047,1756,1875,509,478,4037,4245,197,200,1087,1212,12990,13004,10973,10053
San Joaquin County,2013,46987,16094,15504,1777,1868,569,503,3761,4208,220,234,1072,1177,12592,13167,10901,10327
San Joaquin County,2013,44176,15171,15044,1622,1732,480,443,3432,4042,189,191,882,948,11615,12606,10161,9794
San Joaquin County,2013,45922,15637,15548,1714,1974,477,504,3800,4258,206,193,760,851,13156,14145,9438,9183
San Joaquin County,2013,45447,16110,15605,1856,1898,520,448,3609,3642,186,157,703,713,14451,14638,8533,7825
San Joaquin County,2013,46073,16402,16439,1936,2055,458,488,3196,3432,172,151,650,694,16020,16502,6794,6757
San Joaquin County,2013,41330,14639,14823,1680,1770,335,345,3053,3290,131,132,542,590,15083,15695,5297,5255
San Joaquin County,2013,34061,11936,12637,1286,1439,225,279,2381,2966,92,102,346,372,12555,13760,3711,4035
San Joaquin County,2013,27016,9509,10427,842,989,187,206,1861,2223,72,61,300,339,10066,11236,2705,3009
San Joaquin County,2013,18843,6382,7626,548,681,127,116,1312,1600,42,36,173,200,6943,8202,1641,2057
San Joaquin County,2013,13407,4545,5663,340,443,56,70,861,1143,22,34,84,146,4716,6021,1192,1478
San Joaquin County,2013,9983,3224,4560,204,305,43,68,573,838,16,23,58,71,3328,4791,790,1074
San Joaquin County,2013,11070,3135,5825,149,340,31,49,515,856,10,16,56,88,3146,6168,750,1006
San Joaquin County,2014,711771,242883,242535,28624,29163,7181,6860,54765,58430,2606,2549,17831,18344,207871,216324,146019,141557
San Joaquin County,2014,52468,18041,17346,2203,2093,459,409,3525,3131,161,178,2537,2385,12552,11727,14374,13815
San Joaquin County,2014,56357,18418,17681,2471,2321,646,556,4562,4298,195,200,2577,2432,13423,12666,15446,14822
San Joaquin County,2014,55895,18459,17661,2435,2369,631,592,4500,4373,221,189,2281,2184,13921,13225,14606,14143
San Joaquin County,2014,54449,18317,17081,2580,2324,617,598,4339,4193,211,215,2016,1958,14345,13414,13735,12955
San Joaquin County,2014,52701,17864,16457,2491,2293,660,604,4367,4308,220,204,1532,1701,14597,13645,12537,11922
San Joaquin County,2014,48333,16846,15187,1922,1982,534,480,4187,4498,181,182,1091,1243,13579,13502,11182,10070
San Joaquin County,2014,48195,16590,15666,1862,1838,570,538,3972,4423,226,219,1079,1212,13066,13318,11233,10578
San Joaquin County,2014,45439,15678,15263,1739,1848,518,442,3512,4080,199,212,930,1018,12055,12923,10521,9940
San Joaquin County,2014,45613,15478,15334,1732,1918,490,483,3819,4355,213,200,755,836,12904,13786,9583,9340
San Joaquin County,2014,45438,15985,15460,1856,1912,475,475,3705,3763,178,167,717,745,14171,14424,8745,8098
San Joaquin County,2014,46415,16415,16450,2008,2020,489,481,3329,3513,181,151,674,704,15934,16324,7162,6995
San Joaquin County,2014,42168,14954,15035,1797,1795,371,376,3030,3336,136,134,578,626,15351,15826,5515,5476
San Joaquin County,2014,35135,12300,12893,1302,1517,238,304,2536,3045,111,110,370,409,12878,14031,3979,4247
San Joaquin County,2014,28351,9864,10868,920,1059,205,221,1979,2450,71,73,295,346,10490,11805,2844,3212
San Joaquin County,2014,19904,6736,8035,592,745,138,131,1331,1722,46,34,183,211,7254,8626,1772,2252
San Joaquin County,2014,13771,4590,5811,356,474,61,51,962,1158,23,32,95,158,4883,6180,1204,1504
San Joaquin County,2014,9973,3214,4491,207,306,41,68,577,871,21,32,59,86,3318,4748,801,1106
San Joaquin County,2014,11166,3134,5816,151,349,38,51,533,913,12,17,62,90,3150,6154,780,1082
San Joaquin County,2015,721929,245727,244396,29204,29601,7246,6931,56178,60039,2677,2620,18422,18888,210161,217964,149293,144511
San Joaquin County,2015,52391,18131,17423,2175,2041,427,374,3501,3066,175,161,2526,2391,12646,11827,14289,13629
San Joaquin County,2015,56885,18718,17695,2371,2348,631,553,4609,4361,184,208,2684,2523,13577,12702,15620,14986
San Joaquin County,2015,56446,18392,17718,2514,2432,646,598,4619,4488,225,195,2395,2224,13983,13258,14808,14397
San Joaquin County,2015,54689,18452,17054,2563,2302,617,594,4392,4269,211,209,2013,2013,14217,13344,14031,13097
San Joaquin County,2015,52125,17622,16263,2484,2282,632,604,4314,4181,210,212,1628,1693,14167,13165,12723,12070
San Joaquin County,2015,50350,17423,15721,2167,2056,578,507,4364,4626,199,182,1176,1351,14349,14009,11558,10434
San Joaquin County,2015,48858,16872,15658,1838,1876,576,514,4143,4642,205,214,1086,1234,13358,13548,11362,10590
