Total Population,California County,Longitude,Latitude,PM2.5,Cleanup Sites,Haz. Waste,Pollution Burden,Asthma,Cardiovascular Disease,Traffic
5312,Santa Cruz,-122.091668,37.0994152,6.081998318,2.25,0.325,35.9360768427456,17.78,6.57,526.0447097
6578,Santa Cruz,-121.9700357,36.9597176,6.124007334,0.0,0.155,22.5373998564739,30.23,9.5,485.7367013
7880,San Diego,-117.0489527,32.7864961,9.651779936,0.0,0.4,30.6040704268518,26.96,7.26,795.9165592
7186,Ventura ,-118.7737363,34.2261536,9.199451201,1.0,0.0,29.087450937001,32.32,10.34,445.2763748
8456,Santa Clara,-121.9426217,37.2581371,8.097403243,4.35,1.615,37.0481372290417,20.7,6.56,1387.573024
1739,Orange ,-117.7890788,33.6520157,10.81479009,0.0,0.05,33.8228408426756,11.0,4.69,2717.268109
8045,San Mateo,-122.2418801,37.5432736,8.461494648,0.7,0.16,25.1956124054265,14.34,7.45,736.9553129
2982,Los Angeles,-118.4786421,34.1404819,11.6681151,4.5,0.26,52.2448926940588,20.79,9.24,4028.700419
3183,Riverside ,-116.4318477,33.825793,6.845734095,0.0,0.15,28.732838682012,25.77,8.25,1397.421255
3804,San Francisco,-122.4571587,37.7286172,8.630051937,9.0,0.22,28.5142995245452,34.72,7.45,561.6222348
6182,Placer ,-121.1936951,38.73169,7.930579828,5.0,0.535,30.6722877975895,27.23,10.51,717.0682762
5852,Alameda ,-121.8647522,37.6602817,8.380741964,0.0,0.46,27.3583612952468,27.11,8.25,639.5950029
5692,Madera ,-119.7721217,37.1853582,11.40331688,0.0,0.0,25.8128019311004,33.29,7.55,678.3863802
8331,Kern ,-119.0955184,35.4306701,14.99185192,1.0,0.57,45.3065870847176,26.79,10.22,693.1717565
7004,Santa Barbara,-119.6645571,34.4611878,7.143061138,1.0,0.265,27.4078342366739,15.0,4.9,293.6864277
2776,Calaveras ,-120.3934638,38.1924839,7.645391168,0.0,0.0,18.1912874118859,23.63,13.71,321.1606584
3987,San Diego,-117.2666754,33.1752541,8.836944771,0.0,0.17,26.604129912675,25.85,10.1,376.7125649
3983,Sonoma ,-122.6401777,38.2654848,7.989869242,0.0,0.21,19.9706026686123,39.89,13.22,359.4627715
4089,Orange ,-117.7443955,33.528328,9.33725188,4.0,0.2,44.8627438340023,19.25,6.04,1209.879652
8876,San Diego,-116.9524957,32.6537849,10.89739439,0.0,0.585,28.2248728020156,13.23,6.77,618.9468597
4271,Sonoma ,-122.6067891,38.2440564,8.074668045,0.0,0.075,19.2257817353926,39.89,13.22,877.6653645
5041,Sacramento ,-121.2914003,38.4655654,8.307177106,0.0,0.1,23.4947384835422,35.59,12.34,364.6914483
2940,Contra Costa,-122.2954872,37.9242735,8.831076151,0.2,0.03,21.2851661798891,35.51,7.36,400.1634063
7121,Los Angeles,-118.1222337,34.1202462,10.96820491,12.4,0.33,46.5710237093012,10.66,5.06,544.0820707
2673,Santa Clara,-121.9147109,37.2902332,8.421973798,0.0,0.525,29.8541042346432,27.07,7.52,806.6145172
5121,Orange ,-117.732059,33.5918953,9.573419193,0.0,0.41,35.1051424967561,20.46,9.05,1131.629026
2675,San Mateo,-122.2825353,37.5317305,8.448162623,9.9,0.175,37.5334937643359,21.99,4.75,2276.202759
3591,Sacramento ,-121.2539353,38.6708781,8.301189371,0.0,0.13,22.8423431712827,37.01,9.53,819.5794454
3251,El Dorado,-120.9351333,38.7788639,7.845714156,0.0,0.0,22.403285441569,31.13,8.48,211.5408602
5845,Los Angeles,-118.4171775,33.8933341,11.82131805,8.9,6.1,42.1187984453509,13.27,8.45,552.5109759
5316,Humboldt ,-124.1483154,40.7691596,6.55090609,0.0,0.2,14.9009657577803,66.22,18.21,357.7460832
5091,Los Angeles,-118.383478,33.7977558,11.54202908,11.0,0.235,47.4262590519754,12.2,6.51,848.8097492
4775,Sacramento ,-121.2349624,38.6713445,8.224523672,0.0,0.25,25.0794012315712,42.91,11.83,724.5278991
3826,Alameda ,-122.0837445,37.7229094,8.645931234,0.0,0.05,19.617262877642,61.37,13.64,260.3675311
5054,San Diego,-117.0908369,32.9901496,9.179600891,0.0,0.13,29.1103505516465,14.07,5.89,1662.980075
3244,Sonoma ,-122.8020356,38.5525461,6.543527124,0.25,0.11,19.6686916314725,41.01,13.15,515.878661
8635,Contra Costa,-121.9702207,37.9368163,8.600932065,0.0,0.46,26.7987995703681,41.79,10.26,949.9048262
7211,Los Angeles,-118.3812877,33.8699758,11.9317044,2.0,0.25,39.521968017837,22.51,8.97,1254.57526
1622,Placer ,-120.130439,39.2756925,7.058022877,0.0,0.135,25.3627164437288,23.49,4.97,440.8676877
7981,Contra Costa,-121.9127563,37.7631598,8.521646366,0.0,0.2,17.6904977488806,22.74,9.38,688.9561356
3570,Orange ,-117.8351052,33.8843552,12.07272153,0.4,0.21,35.9243256838379,21.76,8.97,608.4147531
5286,San Diego,-117.0134472,32.8085467,9.603964875,4.0,0.3,30.3601957789242,31.67,9.25,610.4240912
2219,San Mateo,-122.1886855,37.4439637,8.045471495,8.85,1.035,35.306042766674,28.03,7.29,486.1576171
3191,San Diego,-117.2264811,32.8472028,9.423200374,0.0,0.0,26.9602916401855,14.8,6.04,1072.979323
3600,Contra Costa,-122.0423399,37.9413456,8.90991364,0.9,0.185,24.5170517210953,36.51,10.12,478.9130392
4261,San Diego,-116.9935066,32.6481404,10.89853709,0.0,0.21,27.2437292531175,19.05,6.09,1039.463331
6781,Santa Clara,-121.8596884,37.4093269,8.415186275,0.0,0.055,14.6012882345355,31.83,11.24,408.2827216
3974,Orange ,-117.9580722,33.6650486,11.22745726,0.0,0.31,29.9356306684619,31.91,11.27,904.4723741
5808,Santa Clara,-121.8445177,37.2410831,8.097773032,0.0,0.035,14.6802966064776,51.89,11.68,578.3043677
1111,Los Angeles,-118.3491278,34.5927585,8.261776749,0.0,0.0,20.6655758126766,22.22,10.7,126.1712133
2716,Santa Barbara,-120.4778503,34.8835245,7.568222653,2.0,0.2,33.9600074829095,41.05,10.28,116.4961844
2477,Placer ,-121.2687886,38.8098522,8.187792698,0.0,0.3,17.4152372252362,26.8,12.25,505.4406653
2736,San Diego,-117.182643,32.6906311,10.45972421,7.0,0.675,44.7650695214181,23.87,5.97,789.3374921
5914,San Francisco,-122.4692415,37.7569429,8.609120197,1.75,0.225,29.6082414852648,19.94,6.57,1411.59571
3191,San Bernardino,-117.6586491,34.1545422,13.00592622,2.0,0.1,36.0961204735516,22.5,11.51,84.63290309
2071,San Diego,-116.9844864,32.6590401,10.73489797,0.0,0.03,19.308556179179,14.5,5.05,650.6671489
3112,Alameda ,-121.787947,37.6721084,8.38061237,3.5,0.15,27.1097280590579,31.1,10.43,563.8330157
5006,San Luis Obispo,-120.6236236,35.2739653,7.561887519,0.0,0.07,20.7692333451377,39.38,8.46,
4978,Santa Clara,-122.0596831,37.3914662,8.139694665,51.5,0.535,42.8059117706963,18.18,8.04,1284.610625
4176,Monterey ,-121.8059271,36.5623469,5.351799758,24.0,0.475,37.3520838581512,19.41,4.66,1161.07553
2772,Riverside ,-116.3693669,33.7324563,7.367053188,0.0,0.0,21.2836040108967,19.27,8.75,1098.169159
4123,Contra Costa,-121.9862797,37.8199841,8.667109388,0.0,0.25,29.4992849167579,22.32,8.3,1891.213186
3673,San Diego,-117.2400754,32.7883849,9.862956151,0.0,0.085,25.4766191423873,17.92,7.9,883.3687948
5175,Orange ,-117.5947849,33.4458787,9.29229494,0.0,0.6,26.1314252564271,18.76,9.58,514.9150504
4224,Marin ,-122.5225708,37.899975,8.614178438,0.0,0.12,35.3913758844555,13.49,6.14,1500.566786
1997,Ventura ,-118.986805,34.1023158,8.902128999,0.0,0.0,24.0939889924931,13.82,7.56,152.3315378
3054,Santa Cruz,-122.0886342,37.080028,5.998990048,0.0,0.1,29.1256855933607,21.54,7.02,645.4953904
8763,Contra Costa,-121.9288441,37.9505922,8.51449724,12.0,0.55,33.9037845284065,35.64,9.67,732.6502006
6517,Riverside ,-116.2439847,33.8022017,6.792927421,0.0,0.025,20.9383838211032,26.48,10.44,192.5197599
4781,Santa Cruz,-122.0465656,37.0960709,6.180246881,4.5,0.45,38.8835920447526,15.22,6.04,514.1157256
5614,Los Angeles,-118.1926568,34.2181704,11.1492377,14.1,0.535,46.2442712150246,18.17,7.2,159.9213368
1785,Shasta ,-122.4511152,40.5171512,8.222828676,0.0,0.05,19.4543353516519,64.6,16.38,101.2016974
3096,Placer ,-121.2543801,38.7237694,8.286468446,0.0,0.13,18.6821201366125,44.45,14.29,563.5385418
3848,Orange ,-117.7847204,33.8699584,12.05012567,0.0,0.075,31.5112027771354,23.63,11.96,403.4363793
4405,Los Angeles,-118.4698011,34.1017214,11.4065172,0.0,0.21,49.7587027187559,8.53,4.57,4783.87851
7097,San Mateo,-122.1619788,37.4623955,8.125644408,4.5,2.31,37.0110069705004,27.42,7.09,1462.967045
1011,Orange ,-117.5055177,33.6466007,10.22195812,14.0,0.11,42.3415743126158,12.15,7.15,384.273532
9547,Ventura ,-118.9727464,34.1780435,9.144112147,0.0,0.3,33.3561280008561,19.26,9.98,842.2931528
3764,San Diego,-117.1962537,32.8583742,9.332717727,0.0,0.2,40.4373209990303,18.51,7.75,1361.752338
6965,San Mateo,-122.2335642,37.4662884,8.077413799,0.0,0.21,26.2609934367384,44.8,8.81,536.9983514
4816,Sonoma ,-122.794423,38.3374068,6.843761459,9.0,0.05,31.0409355833822,25.64,7.03,277.6245683
1669,San Luis Obispo,-120.7208175,35.6362276,6.616861413,0.25,0.095,24.8198500822669,46.01,9.29,450.9886142
5965,Ventura ,-118.7737939,34.1744737,9.431286371,1.0,0.2,29.2306693967421,10.32,9.75,752.3267267
5469,San Diego,-117.1043719,32.9050522,9.335502567,15.75,0.86,42.4499638652401,15.9,7.49,1497.875105
5526,Placer ,-121.2618313,38.803745,8.106255358,0.0,0.4,19.6470850997227,25.19,11.17,481.8023578
2678,Los Angeles,-118.4570806,34.1085369,11.39244405,0.0,0.335,46.2252654492027,11.32,7.31,1082.783774
3232,Marin ,-122.4855376,37.8510768,8.465202344,2.95,0.025,34.5441960722936,34.58,9.33,4382.071747
3211,Santa Clara,-121.9735787,37.2380768,7.69869197,0.0,1.175,36.1503084573661,16.23,6.68,1861.177345
2297,Shasta ,-122.4129541,40.5631564,7.907016197,0.0,0.11,18.8521842616361,64.6,16.38,380.4835025
7748,Placer ,-121.3450222,38.7598403,8.438208942,0.0,0.1,17.2710183574676,33.77,16.67,552.1747961
2546,Placer ,-121.1915419,38.8663777,7.350955866,27.3,0.0,31.8445622309149,20.63,9.34,383.9639393
3627,San Diego,-117.2996671,33.0572295,9.466440441,0.0,0.025,35.0310204029548,18.32,9.5,747.1718592
6578,Los Angeles,-118.527587,34.4734725,9.376598108,0.0,0.125,25.7261518213908,22.24,11.96,593.0846763
4460,Sonoma ,-122.6934004,38.3222713,7.63789889,0.0,0.025,21.0948220291704,37.42,9.76,408.1483586
8548,San Diego,-117.183626,32.9909105,8.423875814,0.5,0.01,27.7496116074253,11.02,5.4,439.3139539
2541,Inyo ,-118.4421772,37.3622921,4.939456205,1.0,0.15,12.9825744851619,64.9,14.09,469.8866335
6361,Orange ,-117.6450407,33.5941166,9.599674943,0.0,0.3,26.4388302135614,19.81,11.29,735.7596243
5079,Santa Clara,-121.8211438,37.3845939,8.292533917,0.5,0.225,19.1824091869827,42.77,11.38,264.6422922
4755,Contra Costa,-121.9871443,37.9518749,8.790273988,0.0,0.085,21.4913674140345,49.49,11.94,982.1497627
6395,San Mateo,-122.4857197,37.5808674,8.13146381,0.0,0.15,20.7623282886085,53.97,10.15,1042.642683
2657,Yolo ,-121.7984692,38.5541301,8.682420881,0.0,0.55,28.6363447073822,25.33,9.91,176.911519
6437,San Francisco,-122.4461642,37.7296356,8.667463907,0.9,0.07,33.3901860124992,27.94,6.34,1612.514923
4305,Los Angeles,-118.3796449,33.8227549,11.88367418,4.0,0.205,44.6538458961322,17.8,8.03,878.0150712
5700,Orange ,-117.5916259,33.6153523,9.966448896,0.9,0.21,26.2507318877435,12.04,7.32,609.0905909
3888,Santa Clara,-122.1533718,37.4431603,8.170831243,9.0,0.9,32.6253761483107,8.4,6.56,510.0149433
4881,Monterey ,-121.9095446,36.5895988,5.535733316,6.9,0.385,35.1810201003917,28.05,6.51,685.2595848
4107,Santa Clara,-121.7792597,37.3115068,8.421847042,7.0,0.11,21.7170076430048,22.02,8.64,902.2671728
4059,Orange ,-117.6978084,33.5316199,9.286901314,0.0,0.145,28.6140836581988,19.29,9.11,1014.007896
4438,San Francisco,-122.4673274,37.7630839,8.609120197,1.75,0.16,24.0475860064628,23.71,7.95,853.3130188
6502,Ventura ,-118.897803,34.2252098,9.134571258,0.0,0.31,33.4045228008948,18.95,9.6,484.6341512
3797,Los Angeles,-118.3938372,34.0434085,11.72153182,0.1,0.315,38.0607091297725,26.53,9.22,585.2547876
3809,Orange ,-117.8143983,33.7587899,11.84627233,0.25,0.23,35.2910841865056,27.93,8.22,642.2321054
4470,San Mateo,-122.177794,37.455699,8.087812198,50.4,0.675,41.5160978778717,22.82,6.11,641.4252686
5711,Los Angeles,-118.5964298,34.3860838,9.910647406,0.0,0.11,23.8463779100849,21.0,11.66,
3114,San Diego,-117.235636,32.7323705,9.988799803,0.0,0.32,29.7329498317904,20.42,5.85,467.6834262
1514,Riverside ,-116.3216036,33.7187828,7.194568808,0.0,0.0,31.5336976638773,14.82,7.1,1457.699576
3161,Los Angeles,-118.4376439,34.1379878,11.47297029,0.0,0.025,37.304321950177,12.02,6.68,732.3753171
4538,San Mateo,-122.1817224,37.4492215,8.107710349,49.5,0.67,40.4562018182537,27.82,7.2,698.4608232
3394,Alameda ,-122.2190899,37.8121648,9.284094792,0.0,0.16,34.8492895184299,40.17,6.48,1813.727192
6704,Sacramento ,-121.4250605,38.3868483,8.815159839,0.0,0.0,15.056323730685,45.88,14.49,455.9896803
4550,Placer ,-121.0997167,38.8567146,7.202148138,25.4,0.0,31.8286647515059,31.79,9.29,1173.354361
10138,San Diego,-117.155987,32.9666949,9.384063096,0.0,0.0,22.7622895138528,19.52,8.12,555.2680025
6243,Ventura ,-118.904262,34.2624249,9.099520611,0.0,0.11,33.008431765878,21.67,10.09,521.2380425
2448,Riverside ,-116.4039612,33.7973075,7.120200554,0.0,0.25,24.0311164018534,27.46,8.41,1110.92401
4913,Orange ,-117.7165385,33.4741078,9.757085711,0.0,0.06,30.1992005211098,23.47,10.38,750.8072185
4624,Santa Clara,-122.1018082,37.3719046,8.003910477,5.05,0.37,31.2905258445995,7.0,4.84,343.0293396
4535,San Diego,-117.2390197,32.7171992,10.09668997,25.6,0.525,40.5281001716381,27.41,7.27,438.3061216
3289,Placer ,-121.3278582,38.8889816,7.862558209,3.5,0.01,21.2372206222355,31.69,14.48,224.2793219
3549,Santa Barbara,-119.7460689,34.4140887,7.653526825,0.0,0.085,29.4165206718647,19.64,5.12,1411.731596
4537,Santa Clara,-121.8137292,37.4096778,7.96773025,1.0,0.1,12.7333000394309,30.77,10.71,315.6432069
3877,Alameda ,-122.2344651,37.8361078,9.207915832,2.25,0.485,34.3832741392155,17.13,6.93,560.2984072
5194,San Diego,-117.030735,32.7984505,9.611569494,0.0,0.135,19.8741266226395,35.58,10.48,367.590884
2951,Placer ,-121.2609977,38.7870482,8.180772657,1.0,0.17,18.727673820317,39.52,12.83,590.2263136
2844,San Francisco,-122.4356807,37.806476,8.735282433,40.5,0.755,45.4734840354011,15.19,5.89,521.9490105
4818,El Dorado,-120.8954226,38.7186274,7.957214221,0.0,0.225,22.9129976739065,41.06,9.24,1053.772099
6720,San Luis Obispo,-120.8503065,35.3215844,7.225715777,0.0,0.25,24.8779664768506,40.06,7.52,649.7040203
4519,Alameda ,-121.7900626,37.6621232,8.379389937,0.0,0.0,24.2082595198585,31.1,10.43,479.8297805
3505,Santa Clara,-122.1435946,37.4359497,8.153724224,14.25,0.315,36.4970581952963,9.56,6.29,625.6120415
4556,San Francisco,-122.4417466,37.7978099,8.698837143,29.0,0.6,43.9301353465755,14.01,5.67,909.865244
4148,Alameda ,-122.248923,37.8618413,9.032993512,0.0,0.25,28.4285229700176,20.48,7.37,440.2450392
5001,San Diego,-117.2387904,33.0914037,8.412280066,0.7,0.225,28.2076484297202,15.19,9.62,1060.032761
6506,Santa Cruz,-121.8771977,36.9736247,6.120396119,0.0,0.135,27.517814645902,25.31,7.96,996.2037139
5437,San Luis Obispo,-120.833076,35.327091,7.60932491,0.0,0.175,19.6053634068041,48.9,8.96,591.7024564
4629,Santa Clara,-121.7764533,37.3313031,8.145119755,0.0,0.0,12.1512531241454,41.77,11.01,306.2225968
2475,El Dorado,-120.7055174,38.6909824,7.368822438,7.0,0.2,20.9553323452281,46.59,9.68,174.5456757
5377,San Mateo,-122.2251406,37.451725,8.080056213,0.0,0.11,24.7614734539133,33.06,6.86,512.6084718
5779,Santa Cruz,-122.0312516,37.0239056,6.109542081,16.6,0.4,41.280636790175,21.67,8.53,1288.605803
2435,Riverside ,-116.5359901,33.9823125,6.297869201,0.0,0.0,12.8545797503653,70.79,21.19,202.1712094
4266,Sonoma ,-122.8783675,38.335159,6.512892781,0.0,0.0,26.4908151076799,21.82,6.49,219.9136051
5573,San Francisco,-122.4675173,37.7469509,8.532918353,0.1,0.42,29.1086818736289,26.51,7.81,1527.848202
2659,San Diego,-117.2526157,32.7996991,10.00128339,0.0,0.145,28.2659911162425,17.92,7.9,542.135676
5812,Riverside ,-116.3592093,33.7786347,7.073866198,0.0,0.325,29.8049238768627,24.75,8.02,1863.817022
7737,Santa Clara,-121.8435544,37.1861406,7.345519702,5.0,0.06,28.0001362231865,16.88,7.83,531.9093103
3069,Los Angeles,-118.3883787,33.8600257,11.9049452,1.9,0.495,44.3030266441591,12.93,6.02,1183.612573
3300,Orange ,-117.8204295,33.7769301,11.7924472,5.4,0.075,51.2079036536286,20.65,6.7,1966.044169
2970,San Diego,-117.2757498,32.845504,9.836119646,1.0,0.4,29.9168510248485,16.38,5.27,637.2735438
5890,Orange ,-117.6438225,33.6059752,9.592814363,0.0,0.15,25.0813976202686,21.09,11.97,644.3741386
4433,Los Angeles,-118.3974684,33.7725815,11.58973137,0.0,0.1,26.7439581824267,14.34,8.35,838.3994584
5836,Santa Clara,-121.8694198,37.4260378,8.446855472,3.45,0.135,15.1397955544872,26.02,10.2,334.7746889
4271,Santa Cruz,-121.9775807,36.9968265,6.045126643,0.0,0.845,25.0142036554931,17.89,5.81,1604.603541
4177,Marin ,-122.5058805,37.8886599,8.593922317,0.0,0.05,28.8600466277785,14.6,6.48,1734.244499
3606,San Diego,-117.1225603,32.9597794,9.457226306,0.0,0.3,26.783719653316,24.63,10.07,874.5519164
4284,Los Angeles,-118.1699079,34.1049373,11.60964227,8.0,0.08,41.5866294361657,19.07,5.65,987.5051995
4120,Orange ,-117.8013386,33.7487977,11.82899043,2.0,0.22,39.881459203047,25.28,7.63,687.3944634
2738,Los Angeles,-118.538453,34.4524039,9.760544925,0.0,0.12,28.3928832093793,17.94,7.92,878.8245399
4007,Sacramento ,-121.1293034,38.6506226,7.904244012,0.0,0.525,23.240047045984,27.25,12.5,1047.183074
2214,San Diego,-117.3266984,33.1575405,9.24887031,0.5,0.1,27.8460777804678,18.86,9.19,782.6726743
2635,Santa Clara,-122.0975545,37.3534664,7.852113087,0.0,0.125,29.077862426496,8.53,6.47,879.3816311
2054,Napa ,-122.345438,38.3072684,9.05293192,0.0,0.0,19.3159623268946,48.15,13.32,129.8142529
2529,Los Angeles,-118.8610455,34.0602402,9.280883734,4.0,0.1,26.8464623049201,14.25,7.7,322.6972545
4113,San Francisco,-122.4460837,37.7657245,8.521515042,0.0,0.175,22.0785736059038,46.92,8.78,368.7658853
5738,Los Angeles,-118.6236584,34.1316542,10.83831792,0.0,0.0,31.6086789818065,16.22,6.15,617.0795055
5790,Fresno ,-119.6445547,36.8605423,13.01783183,0.0,0.0,34.2262841262793,28.15,9.76,246.2733435
4011,San Mateo,-122.2619095,37.54088,8.5696796,4.5,0.0,33.3610160448884,18.27,8.7,1483.080236
8499,Orange ,-117.6391029,33.569062,9.586596976,0.0,0.2,22.1560747830321,15.4,12.32,983.2237646
4359,Santa Clara,-121.7922139,37.3764316,8.047037897,0.0,0.155,15.1080828228717,40.69,9.39,111.1647383
3584,San Mateo,-122.24891,37.5590519,8.593889826,0.0,0.0,20.3386566240457,19.18,9.38,728.7583955
3093,San Diego,-117.1858941,32.7530053,10.14789164,23.4,0.26,49.6431402951538,32.03,7.1,855.2959351
3012,San Francisco,-122.4274293,37.7926193,8.692251301,1.2,2.06,42.027874013686,24.04,4.35,1463.189718
3785,Los Angeles,-118.5202383,34.0503509,11.35479283,8.0,0.1,45.5394674738752,11.69,7.62,981.4050584
4432,San Luis Obispo,-120.6558448,35.1656726,7.935119847,0.0,0.3,27.9526186692797,19.22,6.93,1323.063635
5716,Marin ,-122.4494238,37.8785872,8.60833696,12.0,0.2,37.464338993381,19.4,7.69,740.9792529
2153,San Diego,-117.1291938,32.623646,11.46812776,5.0,0.0,28.785783160331,23.87,5.97,790.3417083
4182,Los Angeles,-118.4418058,34.1132765,11.34895585,0.0,0.0,34.5691789852645,9.36,5.65,756.155433
1835,Orange ,-117.8908902,33.6491716,11.09860287,0.0,0.245,44.5309185223099,19.17,7.22,1299.96417
5025,San Diego,-117.0343554,32.8156078,9.244945659,0.0,0.1,22.3034446672815,31.09,9.1,432.9013949
4731,Los Angeles,-118.3675825,33.832222,11.85393375,4.0,0.245,40.5256099627174,22.04,8.79,820.9066979
3229,Santa Cruz,-121.9607648,37.0433747,6.155793973,0.0,0.18,22.107657610278,17.69,5.57,978.2691534
3620,Sacramento ,-121.1036665,38.6509225,8.033528531,14.0,0.26,30.4737681681288,23.82,11.0,1329.664412
6525,Contra Costa,-121.9795982,37.7966528,8.622550279,14.0,0.77,37.45631661556,19.56,7.13,1729.908761
6564,Santa Clara,-122.0797574,37.358449,7.932141476,9.0,0.375,33.513040489752,8.3,5.86,723.088813
3623,Placer ,-121.2959935,38.8062227,8.20915123,0.0,0.365,25.1413049586271,25.87,11.8,827.7459238
8397,Sacramento ,-121.5182326,38.6726382,8.773385006,0.0,0.11,14.1571348938727,51.03,18.0,202.6998637
3873,San Diego,-117.0747667,32.8149696,9.126462898,0.0,0.01,21.2208259249656,24.66,6.69,431.6507863
3551,Orange ,-117.7312595,33.5255567,9.145262524,0.0,0.3,24.983130501926,19.29,9.11,581.0588806
4660,San Diego,-117.1357871,32.9583944,9.420924271,0.0,0.3,21.3471178426078,24.63,10.07,710.5648161
919,Orange ,-118.0760209,33.7205507,11.36968418,4.0,0.0,36.8626865692705,9.78,5.06,1640.82224
4797,Santa Clara,-121.8966886,37.2367224,8.010091833,0.0,0.285,20.3428508995532,18.11,5.53,570.7344936
15339,Orange ,-117.5516686,33.5107583,9.291317064,12.0,0.11,41.2671417506249,12.84,7.02,572.6498362
3971,Orange ,-117.6614068,33.6414325,8.632944996,0.0,0.11,29.6596900151278,20.5,10.2,779.2270907
3567,San Diego,-117.170224,32.6938849,10.40904417,4.4,0.385,43.2228636264367,23.87,5.97,1722.125047
4884,Santa Cruz,-122.1354489,37.1289134,6.173416801,0.0,0.2,23.5345542210012,18.95,7.05,467.9525511
4277,Los Angeles,-118.1950103,34.2062405,11.30721329,18.0,0.45,51.6688117819121,18.17,7.2,1131.163355
4008,San Francisco,-122.4369729,37.7750995,8.583084821,0.0,0.655,30.6647698557587,46.92,8.78,1014.795578
5674,San Francisco,-122.426705,37.7450512,8.616685211,0.9,0.77,27.8478475010677,30.42,6.25,338.0134811
2937,San Diego,-117.2539836,32.7943988,10.00128339,0.0,0.185,28.7032550063283,17.92,7.9,735.6312437
5686,San Luis Obispo,-120.3377678,35.1211636,7.217408085,0.0,0.31,38.891824793385,31.54,6.37,433.3717752
6623,Ventura ,-118.9463969,34.1687001,9.248199062,0.0,0.3,28.5029099369182,22.11,11.52,360.2959652
3412,San Francisco,-122.4385023,37.778079,8.583084821,0.0,0.875,31.2098809787281,36.07,5.71,947.9527812
3167,Santa Clara,-122.0823435,37.3787632,8.042797054,10.1,0.445,37.8138553501753,18.96,10.21,1287.594262
3536,Santa Barbara,-119.7755258,34.4230589,7.73618336,1.4,0.775,45.385676428654,23.01,6.29,982.658813
2660,Shasta ,-122.3243173,40.6092572,8.383737982,0.0,0.01,14.4019389765695,47.37,14.81,288.3572507
2107,Alameda ,-122.1010932,37.7202531,8.503822169,0.0,0.0,19.9139724331108,54.93,11.72,208.5733244
4282,Los Angeles,-118.5168986,34.4533926,9.68763411,0.0,0.1,25.8194999440677,24.51,11.0,538.7106303
4416,Los Angeles,-118.218217,34.2263088,11.14216519,0.0,0.035,35.4009618917976,17.27,6.85,678.599843
6142,Marin ,-122.5912651,38.1166035,8.287973911,9.0,0.225,20.6411628020176,33.24,8.19,337.8875953
4875,Placer ,-121.0246048,39.0089065,6.844767315,2.1,0.0,21.752029058252,18.61,8.89,416.3802053
2764,Orange ,-117.8809155,33.6048432,10.64934155,13.0,0.15,43.9097509703616,14.88,5.37,1602.300657
5996,Contra Costa,-122.0145836,37.9067555,8.672055097,1.0,0.12,22.6256982599208,27.13,10.39,991.6374529
1406,Orange ,-117.8975312,33.6108943,10.64934155,0.0,0.11,37.1619929778869,16.63,6.6,1951.935556
4843,Ventura ,-118.9874839,34.2327593,9.267597961,0.0,0.2,33.5500134104286,21.72,10.47,549.6805376
2860,Napa ,-122.3294424,38.3098473,9.582159025,0.0,0.0,19.6152558990065,48.15,13.32,264.1475428
14679,San Diego,-117.2488951,33.1173821,8.531181447,1.0,1.055,25.8459233789793,13.85,8.71,801.9326211
5930,Placer ,-121.3178888,38.8758804,7.871473867,0.0,0.45,19.6587930551145,31.69,14.48,396.5015381
3407,Santa Clara,-122.1743786,37.4385528,8.146122661,31.0,2.545,41.7462309507432,9.7,6.07,868.8292885
7169,Contra Costa,-122.1826098,37.9015621,8.787807356,4.5,0.25,30.6654558284053,14.24,6.58,909.6935484
4115,Contra Costa,-122.2658347,37.9682566,8.783705781,0.0,0.1,14.4779907645899,47.55,10.45,280.1119167
5278,Orange ,-117.780736,33.8838283,12.05969679,0.0,0.31,28.2467937453479,18.79,9.43,466.6127493
5610,Sonoma ,-122.4902094,38.306745,7.997723549,0.0,0.06,25.3549446542986,29.89,9.18,547.8637975
7294,Santa Clara,-121.9087056,37.2593174,8.189735619,6.0,0.4,26.5253029820988,25.58,7.68,759.0248769
5936,San Diego,-116.9941684,32.8723023,9.282395723,0.0,0.06,23.2555805898539,33.75,9.46,605.5712578
2516,San Francisco,-122.4391478,37.8022695,8.698837143,35.2,0.53,44.7763865460921,15.36,6.24,895.8275308
4232,San Diego,-117.073373,32.78497,9.588113887,1.75,0.045,27.2888941540328,35.27,9.06,1364.742954
2841,Monterey ,-121.9316658,36.627781,5.617682379,10.0,0.0,15.1808675269913,35.05,9.17,126.9205923
4603,Orange ,-117.7050638,33.4834258,9.744805899,0.0,0.1,24.548073921867,23.47,10.38,704.5241224
2390,Ventura ,-118.7764684,34.1918776,9.365593102,0.0,0.2,26.3059963829359,13.1,8.62,617.4112349
5436,Alameda ,-121.8275908,37.6673926,8.292484129,0.0,0.22,35.5818021289675,25.08,7.67,744.703404
4496,Santa Barbara,-120.4100285,34.8714281,7.660569906,0.0,0.2,22.9637957322643,41.11,10.31,744.7092539
9131,San Luis Obispo,-120.7549322,35.5166981,6.279150538,0.0,0.1,26.528176139127,34.41,9.35,688.40369
2755,Monterey ,-121.9208115,36.6173223,5.967163923,0.0,0.11,19.7875319884989,35.36,9.24,160.9072409
3240,Lassen ,-120.5179712,40.2835896,4.839653021,0.0,0.0,20.0829643695558,21.81,7.97,280.8433134
